name,url,type,website
valcyte,https://www.webmd.com//drugs/2/drug-20978-4279/valcyte/details,drug,Webmd
valerian,https://www.webmd.com//drugs/2/drug-168428-6311/valerian/details,drug,Webmd
valerian 100 mg-passion 30 mg-hops 15 mg-cherry-magnes-potass capsule,https://www.webmd.com//drugs/2/drug-185801/val-pass-hop-cherry-magnes-pot-capsule/details,drug,Webmd
valerian root,https://www.webmd.com//drugs/2/drug-649-6311/valerian-root/details,drug,Webmd
valerian root (bulk) powder,https://www.webmd.com//drugs/2/drug-155790/valerian-root-bulk-powder/details,drug,Webmd
valerian root 400 mg-valerian extract 110 mg capsule,https://www.webmd.com//drugs/2/drug-184405/valerian-extract/details,drug,Webmd
valganciclovir hcl,https://www.webmd.com//drugs/2/drug-20977-4279/valganciclovir-hcl/details,drug,Webmd
valihist 2 mg-5 mg-325 mg tablet oral decongestants,https://www.webmd.com//drugs/2/drug-185234-1130/valihist/details,drug,Webmd
valine,https://www.webmd.com//drugs/2/drug-91687/valine/details,drug,Webmd
valine 1000 1 gram/4 gram oral powder packet,https://www.webmd.com//drugs/2/drug-154652/valine-1000-1-gram-4-gram-powder-packet/details,drug,Webmd
valine capsule,https://www.webmd.com//drugs/2/drug-10217/valine-capsule/details,drug,Webmd
valine powder,https://www.webmd.com//drugs/2/drug-13563/valine-powder/details,drug,Webmd
valine supplemnt-carbohydrate packet,https://www.webmd.com//drugs/2/drug-91676/valine-supplemnt-carbohydrate-packet/details,drug,Webmd
valinex,https://www.webmd.com//drugs/2/drug-158586/valinex/details,drug,Webmd
valium,https://www.webmd.com//drugs/2/drug-11116-4367/valium/details,drug,Webmd
valladerm-90 2.5 %-2.5 % topical kit local anesthetics,https://www.webmd.com//drugs/2/drug-182584-8170/valladerm-90-kit/details,drug,Webmd
vallegel prep 4 %-30 %-10 % topical kit,https://www.webmd.com//drugs/2/drug-182671/vallegel-prep-kit/details,drug,Webmd
vallement 4 %-4 % topical patch local anesthetics,https://www.webmd.com//drugs/2/drug-184258/vallement-adhesive-patch-medicated/details,drug,Webmd
valproate sodium (bulk) 100 % powder,https://www.webmd.com//drugs/2/drug-91757/valproate-sodium-bulk-100-powder/details,drug,Webmd
valproate sodium vial,https://www.webmd.com//drugs/2/drug-1442/valproate-sodium-vial/details,drug,Webmd
valproic acid,https://www.webmd.com//drugs/2/drug-8885-19/valproic-acid/details,drug,Webmd
valproic acid liquid,https://www.webmd.com//drugs/2/drug-64731/valproic-acid-liquid/details,drug,Webmd
valproic acid solution,https://www.webmd.com//drugs/2/drug-14398-9019/valproic-acid/details,drug,Webmd
valrubicin 40 mg/ml intravesical solution anthracycline antibiotic bladder irrigations,https://www.webmd.com//drugs/2/drug-16825-8272/valrubicin-solution/details,drug,Webmd
valsartan,https://www.webmd.com//drugs/2/drug-849-6372/valsartan/details,drug,Webmd
valsartan-hydrochlorothiazide,https://www.webmd.com//drugs/2/drug-7195-4372/valsartan-hydrochlorothiazide/details,drug,Webmd
valstar vial,https://www.webmd.com//drugs/2/drug-16837-8272/valstar-vial/details,drug,Webmd
valtrex,https://www.webmd.com//drugs/2/drug-14126-3069/valtrex/details,drug,Webmd
vanacof,https://www.webmd.com//drugs/2/drug-150616-1405/vanacof/details,drug,Webmd
vanadium granules,https://www.webmd.com//drugs/2/drug-158175/vanadium-granules/details,drug,Webmd
vanadom 350 mg tablet central muscle relaxants,https://www.webmd.com//drugs/2/drug-149739-4087/vanadom-tablet/details,drug,Webmd
vanadyl sulfate crystals,https://www.webmd.com//drugs/2/drug-159249/vanadyl-sulfate-crystals/details,drug,Webmd
vanalice gel,https://www.webmd.com//drugs/2/drug-176123-4063/vanalice-gel/details,drug,Webmd
vanatab dm,https://www.webmd.com//drugs/2/drug-173947-96/vanatab-dm/details,drug,Webmd
vanatol lq,https://www.webmd.com//drugs/2/drug-168666-7081/vanatol-lq/details,drug,Webmd
vanatol s,https://www.webmd.com//drugs/2/drug-174068-7081/vanatol-s/details,drug,Webmd
vancocin hcl,https://www.webmd.com//drugs/2/drug-9593-9154/vancocin-hcl/details,drug,Webmd
vancomycin (bulk) 900 mcg/mg (not less than) powder,https://www.webmd.com//drugs/2/drug-78415/vancomycin-bulk-900-mcg-mg-not-less-than-powder/details,drug,Webmd
vancomycin 50 mg/ml oral solution pseudomembranous colitis agents,https://www.webmd.com//drugs/2/drug-8858-7154/vancomycin-solution-reconstituted-recon-soln/details,drug,Webmd
vancomycin hcl,https://www.webmd.com//drugs/2/drug-8858-9154/vancomycin-hcl/details,drug,Webmd
vancomycin hcl vial,https://www.webmd.com//drugs/2/drug-939-154/vancomycin-hcl-vial/details,drug,Webmd
"vancomycin hcl-0.9% nacl solution, piggyback premix frozen",https://www.webmd.com//drugs/2/drug-92484-154/vancomycin-hcl-0-9-nacl-solution-piggyback-premix-frozen/details,drug,Webmd
"vancomycin-d5w solution, piggyback premix frozen",https://www.webmd.com//drugs/2/drug-5923-154/vancomycin-d5w-solution-piggyback-premix-frozen/details,drug,Webmd
vandazole gel with applicator,https://www.webmd.com//drugs/2/drug-94235-7055/vandazole-gel-with-applicator/details,drug,Webmd
vanibase topical cream,https://www.webmd.com//drugs/2/drug-151481/vanibase-cream/details,drug,Webmd
vanicream cream,https://www.webmd.com//drugs/2/drug-13294-164/vanicream-cream/details,drug,Webmd
vanilla butternut flavor liquid,https://www.webmd.com//drugs/2/drug-161651/vanilla-butternut-flavor-liquid/details,drug,Webmd
vanilla extract flavor liquid,https://www.webmd.com//drugs/2/drug-160732/vanilla-extract-flavor-liquid/details,drug,Webmd
"vanilla silq 2.1 % (w/v), 2.0 (w/w) oral suspension",https://www.webmd.com//drugs/2/drug-184598/vanilla-silq/details,drug,Webmd
vanillin (bulk) powder,https://www.webmd.com//drugs/2/drug-5862/vanillin-bulk-powder/details,drug,Webmd
vaniqa cream,https://www.webmd.com//drugs/2/drug-19859-7198/vaniqa-cream/details,drug,Webmd
vanish-pen cream base,https://www.webmd.com//drugs/2/drug-159199/vanish-pen-cream-base/details,drug,Webmd
vanos 0.1 % topical cream corticosteroids,https://www.webmd.com//drugs/2/drug-92701-719/vanos-cream/details,drug,Webmd
"vanoxide-hc suspension, topical",https://www.webmd.com//drugs/2/drug-14948-9253/vanoxide-hc-suspension/details,drug,Webmd
vanquish 227 mg-194 mg-33 mg tablet antiplatelet drugs-excluding asa 325 and below,https://www.webmd.com//drugs/2/drug-19866-523/vanquish/details,drug,Webmd
vantas kit,https://www.webmd.com//drugs/2/drug-92124-770/vantas-kit/details,drug,Webmd
vapor inhaler,https://www.webmd.com//drugs/2/drug-148938/vapor-inhaler/details,drug,Webmd
vaporizing steam liquid,https://www.webmd.com//drugs/2/drug-76120/vaporizing-steam-liquid/details,drug,Webmd
vaporx balm 4.8 %-1.2 %-2.6 % topical ointment,https://www.webmd.com//drugs/2/drug-149940/vaporx-balm-ointment/details,drug,Webmd
"vaprisol-5% dextrose plastic bag, injection",https://www.webmd.com//drugs/2/drug-174862/vaprisol-5-dextrose-plastic-bag-injection/details,drug,Webmd
vaqta syringe,https://www.webmd.com//drugs/2/drug-148571-4169/vaqta-syringe/details,drug,Webmd
vardenafil hcl,https://www.webmd.com//drugs/2/drug-76762-9297/vardenafil-tablet/details,drug,Webmd
vardenafil hcl (bulk) 100 % powder,https://www.webmd.com//drugs/2/drug-173955/vardenafil-hcl-bulk-100-powder/details,drug,Webmd
"vardenafil hcl tablet,disintegrating",https://www.webmd.com//drugs/2/drug-76762-1408/vardenafil-tablet-disintegrating/details,drug,Webmd
varenicline 0.03 mg/spray nasal spray,https://www.webmd.com//drugs/2/drug-182575-2374/varenicline-spray-metered-non-aerosol/details,drug,Webmd
varenicline 1 mg tablet smoking deterrents - nicotinic or bupropion (ndri)-type,https://www.webmd.com//drugs/2/drug-144328-728/varenicline-tablet/details,drug,Webmd
varibar nectar,https://www.webmd.com//drugs/2/drug-152716/varibar-nectar/details,drug,Webmd
varibar pudding,https://www.webmd.com//drugs/2/drug-152428/varibar-pudding/details,drug,Webmd
varibar thin honey,https://www.webmd.com//drugs/2/drug-152756/varibar-thin-honey/details,drug,Webmd
varibar thin liquid 40 % (w/v) oral powder,https://www.webmd.com//drugs/2/drug-152758/varibar-thin-liquid-40-w-v-powder/details,drug,Webmd
varicella-zoster i.glob-maltos solution,https://www.webmd.com//drugs/2/drug-168793-1705/varicella-zoster-i-glob-maltos-solution/details,drug,Webmd
varithena foam,https://www.webmd.com//drugs/2/drug-166091/varithena-foam/details,drug,Webmd
varivax vaccine vial,https://www.webmd.com//drugs/2/drug-11314-3169/varivax-vaccine-vial/details,drug,Webmd
varizig vial,https://www.webmd.com//drugs/2/drug-156292-1705/varizig-vial/details,drug,Webmd
vasculera,https://www.webmd.com//drugs/2/drug-160415/vasculera/details,drug,Webmd
"vaseline jelly, topical skin protectants",https://www.webmd.com//drugs/2/drug-64608-164/vaseline-jelly/details,drug,Webmd
vaseline white petroleum ointment in packet,https://www.webmd.com//drugs/2/drug-161763/vaseline-white-petroleum-ointment-in-packet/details,drug,Webmd
vaseretic,https://www.webmd.com//drugs/2/drug-7120-563/vaseretic/details,drug,Webmd
"vashe wound therapy solution, irrigation",https://www.webmd.com//drugs/2/drug-166615/vashe-wound-therapy-solution/details,drug,Webmd
vasoflex,https://www.webmd.com//drugs/2/drug-10999/vasoflex/details,drug,Webmd
vasoflex d1,https://www.webmd.com//drugs/2/drug-154179/vasoflex-d1/details,drug,Webmd
vasoflex forte,https://www.webmd.com//drugs/2/drug-92849/vasoflex-forte/details,drug,Webmd
vasoflex hd,https://www.webmd.com//drugs/2/drug-92850/vasoflex-hd/details,drug,Webmd
vasoha,https://www.webmd.com//drugs/2/drug-162479/vasoha/details,drug,Webmd
vasopressin 20 unit/ml intravenous solution antidiuretic hormone,https://www.webmd.com//drugs/2/drug-167270/vasopressin-solution/details,drug,Webmd
"vasopressin-d5w plastic bag, injection",https://www.webmd.com//drugs/2/drug-160586/vasopressin-d5w-plastic-bag-injection/details,drug,Webmd
"vasopressin-ns plastic bag, injection",https://www.webmd.com//drugs/2/drug-160588/vasopressin-ns-plastic-bag-injection/details,drug,Webmd
vasostrict vial,https://www.webmd.com//drugs/2/drug-167275/vasostrict-vial/details,drug,Webmd
vasotec,https://www.webmd.com//drugs/2/drug-3340-3281/vasotec/details,drug,Webmd
vaxchora vaccine,https://www.webmd.com//drugs/2/drug-172019-1774/vaxchora-vaccine/details,drug,Webmd
vaxneuvance 0.5 ml intramuscular syringe pneumococcal vaccines,https://www.webmd.com//drugs/2/drug-182159-5303/vaxneuvance-syringe/details,drug,Webmd
vazalore 81 mg capsule low dose aspirin (81 or less),https://www.webmd.com//drugs/2/drug-181966-3/vazalore/details,drug,Webmd
vazculep vial,https://www.webmd.com//drugs/2/drug-166533/vazculep-vial/details,drug,Webmd
wakix 17.8 mg tablet narcolepsy therapy - h3-receptor antagonist/inverse agonist,https://www.webmd.com//drugs/2/drug-178044-2139/wakix/details,drug,Webmd
wal-act d cold & allergy,https://www.webmd.com//drugs/2/drug-150207-9012/wal-act-d-cold-allergy/details,drug,Webmd
wal-dram,https://www.webmd.com//drugs/2/drug-149655-422/wal-dram/details,drug,Webmd
wal-dram 2,https://www.webmd.com//drugs/2/drug-174760-550/wal-dram-2/details,drug,Webmd
wal-dryl allergy,https://www.webmd.com//drugs/2/drug-91812-5282/wal-dryl-allergy/details,drug,Webmd
wal-dryl cream,https://www.webmd.com//drugs/2/drug-166772-885/wal-dryl-cream/details,drug,Webmd
wal-dryl severe allergy-sinus,https://www.webmd.com//drugs/2/drug-157163-1130/wal-dryl-severe-allergy-sinus/details,drug,Webmd
"wal-dryl spray, non-aerosol",https://www.webmd.com//drugs/2/drug-166774-885/wal-dryl-spray-non-aerosol/details,drug,Webmd
wal-dryl-d allery & sinus,https://www.webmd.com//drugs/2/drug-149676-9012/wal-dryl-d-allery-sinus/details,drug,Webmd
wal-fex allergy,https://www.webmd.com//drugs/2/drug-156084-324/wal-fex-allergy/details,drug,Webmd
wal-fex allergy tablet antihistamines,https://www.webmd.com//drugs/2/drug-156084-2204/wal-fex-allergy-tablet-antihistamines/details,drug,Webmd
wal-fex d 12 hour,https://www.webmd.com//drugs/2/drug-157328-2282/wal-fex-d-12-hour/details,drug,Webmd
wal-fex d 24 hour,https://www.webmd.com//drugs/2/drug-157327-2282/wal-fex-d-24-hour/details,drug,Webmd
wal-finate,https://www.webmd.com//drugs/2/drug-149578-667/wal-finate/details,drug,Webmd
wal-finate-d,https://www.webmd.com//drugs/2/drug-92223-9012/wal-finate-d/details,drug,Webmd
wal-flu cold & sore throat,https://www.webmd.com//drugs/2/drug-166674-1130/wal-flu-cold-sore-throat/details,drug,Webmd
wal-flu day-night sev. cold-cough 25 mg-10 mg-20 mg-650 mg powder pack,https://www.webmd.com//drugs/2/drug-169571-1086/wal-flu-day-night-sev-cold-cough-25-mg-10-mg-20-mg-650-mg-powder-pack/details,drug,Webmd
wal-flu night severe cold,https://www.webmd.com//drugs/2/drug-152701-1130/wal-flu-night-severe-cold/details,drug,Webmd
wal-flu night time,https://www.webmd.com//drugs/2/drug-149019-1130/wal-flu-night-time/details,drug,Webmd
wal-flu severe cold and cough 25 mg-10 mg-650 mg oral powder packet,https://www.webmd.com//drugs/2/drug-166694-1130/wal-flu-severe-cold-and-cough-25-mg-10-mg-650-mg-powder-packet/details,drug,Webmd
wal-flu severe cold-cough 10 mg-20 mg-650 mg oral powder packet,https://www.webmd.com//drugs/2/drug-164986-951/wal-flu-severe-cold-cough-10-mg-20-mg-650-mg-powder-packet/details,drug,Webmd
"wal-four spray, non-aerosol",https://www.webmd.com//drugs/2/drug-149147-9214/wal-four-spray-non-aerosol/details,drug,Webmd
wal-itin,https://www.webmd.com//drugs/2/drug-75017-204/wal-itin/details,drug,Webmd
wal-itin d,https://www.webmd.com//drugs/2/drug-91295-3282/wal-itin-d/details,drug,Webmd
wal-itin d 12 hour,https://www.webmd.com//drugs/2/drug-160942-6204/wal-itin-d-12-hour/details,drug,Webmd
wal-mucil,https://www.webmd.com//drugs/2/drug-150769-6109/wal-mucil/details,drug,Webmd
wal-mucil fiber (aspartame) 3.4 gram/5.8 gram oral powder,https://www.webmd.com//drugs/2/drug-160976-6109/wal-mucil-fiber-aspartame-3-4-gram-5-8-gram-powder/details,drug,Webmd
wal-mucil fiber (sugar) 3.4 gram/7 gram oral powder,https://www.webmd.com//drugs/2/drug-160977-6109/wal-mucil-fiber-sugar-3-4-gram-7-gram-powder/details,drug,Webmd
wal-mucil natural fiber laxative 3.4 gram/12 gram oral powder,https://www.webmd.com//drugs/2/drug-154507-6109/wal-mucil-natural-fiber-laxative-3-4-gram-12-gram-powder/details,drug,Webmd
wal-mucil plus calcium,https://www.webmd.com//drugs/2/drug-151144/wal-mucil-plus-calcium/details,drug,Webmd
wal-nadol pm,https://www.webmd.com//drugs/2/drug-164999-1113/wal-nadol-pm/details,drug,Webmd
wal-phed,https://www.webmd.com//drugs/2/drug-54160-9012/wal-phed/details,drug,Webmd
wal-phed 12 hour,https://www.webmd.com//drugs/2/drug-94290-821/wal-phed-12-hour/details,drug,Webmd
wal-phed d,https://www.webmd.com//drugs/2/drug-170162-821/wal-phed-d/details,drug,Webmd
wal-phed pe,https://www.webmd.com//drugs/2/drug-150355-1130/wal-phed-pe/details,drug,Webmd
wal-phed pe cold-cough,https://www.webmd.com//drugs/2/drug-157162-933/wal-phed-pe-cold-cough/details,drug,Webmd
wal-phed pe nighttime cold,https://www.webmd.com//drugs/2/drug-155583-1130/wal-phed-pe-nighttime-cold/details,drug,Webmd
wal-phed pe pressure+pain+cold,https://www.webmd.com//drugs/2/drug-169556-933/wal-phed-pe-pressurepaincold/details,drug,Webmd
wal-phed pe sinus headache,https://www.webmd.com//drugs/2/drug-169540-1131/wal-phed-pe-sinus-headache/details,drug,Webmd
wal-phed pe sinus-allergy,https://www.webmd.com//drugs/2/drug-149688-9012/wal-phed-pe-sinus-allergy/details,drug,Webmd
"wal-phed pe tablet, sequential",https://www.webmd.com//drugs/2/drug-166456/wal-phed-pe/details,drug,Webmd
wal-phed pe triple relief,https://www.webmd.com//drugs/2/drug-166676-1145/wal-phed-pe-triple-relief/details,drug,Webmd
wal-phed tablet,https://www.webmd.com//drugs/2/drug-149629-944/wal-phed/details,drug,Webmd
wal-phed tablet oral decongestants,https://www.webmd.com//drugs/2/drug-54160-6012/wal-phed-tablet-decongestants/details,drug,Webmd
wal-profen,https://www.webmd.com//drugs/2/drug-92767-9368/wal-profen/details,drug,Webmd
wal-profen d,https://www.webmd.com//drugs/2/drug-166949/wal-profen-d/details,drug,Webmd
wal-profen tablet,https://www.webmd.com//drugs/2/drug-149136/wal-profen/details,drug,Webmd
wal-proxen,https://www.webmd.com//drugs/2/drug-93221-1289/wal-proxen/details,drug,Webmd
wal-sleep z,https://www.webmd.com//drugs/2/drug-164985-5282/wal-sleep-z/details,drug,Webmd
wal-som,https://www.webmd.com//drugs/2/drug-169465-664/wal-som/details,drug,Webmd
wal-som capsule,https://www.webmd.com//drugs/2/drug-148754-5282/wal-som/details,drug,Webmd
wal-sporin ointment,https://www.webmd.com//drugs/2/drug-148867-7125/wal-sporin-ointment/details,drug,Webmd
wal-tap,https://www.webmd.com//drugs/2/drug-54451-9012/wal-tap/details,drug,Webmd
wal-tap dm,https://www.webmd.com//drugs/2/drug-92346-4172/wal-tap-dm/details,drug,Webmd
wal-tussin,https://www.webmd.com//drugs/2/drug-92416-8238/wal-tussin/details,drug,Webmd
wal-tussin cough,https://www.webmd.com//drugs/2/drug-92421-8238/wal-tussin-cough/details,drug,Webmd
wal-tussin dm,https://www.webmd.com//drugs/2/drug-92384-704/wal-tussin-dm/details,drug,Webmd
wal-tussin liquid,https://www.webmd.com//drugs/2/drug-54331-118/wal-tussin/details,drug,Webmd
wal-zyr,https://www.webmd.com//drugs/2/drug-150092-5204/wal-zyr/details,drug,Webmd
wal-zyr d,https://www.webmd.com//drugs/2/drug-150534-6324/wal-zyr-d/details,drug,Webmd
wal-zyr drops,https://www.webmd.com//drugs/2/drug-154366-6289/wal-zyr-drops/details,drug,Webmd
waltz free 0.13 % topical foam not applicable,https://www.webmd.com//drugs/2/drug-178143/waltz-free-foam/details,drug,Webmd
warfarin (bulk) 100 % powder,https://www.webmd.com//drugs/2/drug-144731/warfarin-bulk-100-powder/details,drug,Webmd
warfarin sodium,https://www.webmd.com//drugs/2/drug-3949-6022/warfarin-sodium/details,drug,Webmd
"wart remover gel keratolytics (callus, corn and removers)",https://www.webmd.com//drugs/2/drug-3970-866/wart-remover-gel-keratolytics-callus-corn-and-removers/details,drug,Webmd
wasp venom protein vial,https://www.webmd.com//drugs/2/drug-7623/wasp-venom-protein-vial/details,drug,Webmd
water ampul,https://www.webmd.com//drugs/2/drug-8860/water-ampul/details,drug,Webmd
water for inject bact parabens solution,https://www.webmd.com//drugs/2/drug-6156/water-for-inject-bact-parabens-solution/details,drug,Webmd
"water for injection, bacteriostatic injection solution",https://www.webmd.com//drugs/2/drug-8859/water-vial/details,drug,Webmd
water liquid,https://www.webmd.com//drugs/2/drug-63810/water-liquid/details,drug,Webmd
"water solution, intravenous",https://www.webmd.com//drugs/2/drug-18687/water-solution/details,drug,Webmd
"water solution, irrigation",https://www.webmd.com//drugs/2/drug-8861/water-solution/details,drug,Webmd
water vial,https://www.webmd.com//drugs/2/drug-12110/water-vial/details,drug,Webmd
watermelon flavor liquid,https://www.webmd.com//drugs/2/drug-160236/watermelon-flavor-liquid/details,drug,Webmd
watermelon oil,https://www.webmd.com//drugs/2/drug-78123/watermelon-oil/details,drug,Webmd
wax base no.116 (bulk),https://www.webmd.com//drugs/2/drug-163703/wax-base-no-116-bulk/details,drug,Webmd
wax base no.28 (bulk),https://www.webmd.com//drugs/2/drug-153236/wax-base-no-28-bulk/details,drug,Webmd
wax paraffin beads,https://www.webmd.com//drugs/2/drug-154970/wax-paraffin-beads/details,drug,Webmd
x-seb t pearl shampoo,https://www.webmd.com//drugs/2/drug-61447/x-seb-t-pearl-shampoo/details,drug,Webmd
x-seb t plus shampoo,https://www.webmd.com//drugs/2/drug-91458-7226/x-seb-t-plus-shampoo/details,drug,Webmd
x-treme freeze 4 % topical gel,https://www.webmd.com//drugs/2/drug-185216-2101/x-treme-freeze-gel/details,drug,Webmd
xaciato 2 % vaginal gel clindamycin,https://www.webmd.com//drugs/2/drug-184804-2439/xaciato-gel-with-applicator/details,drug,Webmd
xadago,https://www.webmd.com//drugs/2/drug-173668-1836/xadago/details,drug,Webmd
xalatan drops,https://www.webmd.com//drugs/2/drug-13699-2032/xalatan-drops/details,drug,Webmd
"xalix film-forming solution extended release, with applicator",https://www.webmd.com//drugs/2/drug-174420-866/xalix-film-forming-solution-er-with-applicator/details,drug,Webmd
xalkori,https://www.webmd.com//drugs/2/drug-156969-1447/xalkori/details,drug,Webmd
xanax,https://www.webmd.com//drugs/2/drug-9824-7244/xanax/details,drug,Webmd
xanax xr,https://www.webmd.com//drugs/2/drug-75324-367/xanax-xr/details,drug,Webmd
xanthan gum powder,https://www.webmd.com//drugs/2/drug-12491/xanthan-gum-powder/details,drug,Webmd
xanthium fruit,https://www.webmd.com//drugs/2/drug-153075/xanthium-fruit/details,drug,Webmd
xaquil xr,https://www.webmd.com//drugs/2/drug-171055/xaquil-xr/details,drug,Webmd
xaracoll 100 mg implant local anesthetics - parenteral,https://www.webmd.com//drugs/2/drug-180426/xaracoll/details,drug,Webmd
xarelto,https://www.webmd.com//drugs/2/drug-156265-1153/xarelto/details,drug,Webmd
xarelto 1 mg/ml oral suspension antithrombin agents,https://www.webmd.com//drugs/2/drug-156265-2353/xarelto-suspension-reconstituted-antithrombin-agents/details,drug,Webmd
xarelto dvt-pe treatment 30-day starter 15 mg(42)-20 mg(9) tablet pack antithrombin agents,https://www.webmd.com//drugs/2/drug-179935-1153/xarelto/details,drug,Webmd
xarelto tablet antithrombin agents,https://www.webmd.com//drugs/2/drug-156265-1969/xarelto-tablet-antithrombin-agents/details,drug,Webmd
xatmep,https://www.webmd.com//drugs/2/drug-173711-46/xatmep/details,drug,Webmd
y-tuss 2 mg-30 mg-12.5 mg/5 ml oral liquid antitussives,https://www.webmd.com//drugs/2/drug-177595-1405/y-tuss/details,drug,Webmd
yager's liniment,https://www.webmd.com//drugs/2/drug-88922/yagers-solution/details,drug,Webmd
yasmin 28,https://www.webmd.com//drugs/2/drug-21097-5115/yasmin-28/details,drug,Webmd
yaxatarxyn 4 %-0.025 %-0.5 % topical emulsion corticosteroids,https://www.webmd.com//drugs/2/drug-185512/yaxatarxyn-emulsion/details,drug,Webmd
yaz,https://www.webmd.com//drugs/2/drug-95358-656/yaz/details,drug,Webmd
z-bum cream,https://www.webmd.com//drugs/2/drug-169381-8164/z-bum-cream/details,drug,Webmd
z-sleep,https://www.webmd.com//drugs/2/drug-165924-5282/z-sleep/details,drug,Webmd
z-tuss ac,https://www.webmd.com//drugs/2/drug-151768-8172/z-tuss-ac/details,drug,Webmd
zaditor drops,https://www.webmd.com//drugs/2/drug-17484-6289/zaditor-drops/details,drug,Webmd
zafemy 150 mcg-35 mcg/24 hr transdermal patch contraceptives,https://www.webmd.com//drugs/2/drug-180988-4115/zafemy-patch-weekly/details,drug,Webmd
zafirlukast,https://www.webmd.com//drugs/2/drug-14087-277/zafirlukast/details,drug,Webmd
zaleplon,https://www.webmd.com//drugs/2/drug-17524-6110/zaleplon/details,drug,Webmd
zaltrap vial,https://www.webmd.com//drugs/2/drug-162028-1492/zaltrap-vial/details,drug,Webmd
zalvit 13 mg iron-1 tablet multivitamins,https://www.webmd.com//drugs/2/drug-178045-280/zalvit/details,drug,Webmd
zanaflex,https://www.webmd.com//drugs/2/drug-14706-6105/zanaflex/details,drug,Webmd
zanfel cleanser,https://www.webmd.com//drugs/2/drug-149228/zanfel-cleanser/details,drug,Webmd
zanosar vial,https://www.webmd.com//drugs/2/drug-8553/zanosar-vial/details,drug,Webmd
zantac-360 (famotidine) 10 mg tablet peptic ulcer agents,https://www.webmd.com//drugs/2/drug-181410-250/zantac-360-famotidine/details,drug,Webmd
zantac-360 (famotidine) 20 mg tablet peptic ulcer agents,https://www.webmd.com//drugs/2/drug-181410-2033/zantac-360-famotidine-tablet-peptic-ulcer-agents/details,drug,Webmd
zanubrutinib 80 mg capsule,https://www.webmd.com//drugs/2/drug-178326-2148/zanubrutinib-capsule/details,drug,Webmd
zarah,https://www.webmd.com//drugs/2/drug-154621-5115/zarah/details,drug,Webmd
zarontin,https://www.webmd.com//drugs/2/drug-7098-29/zarontin/details,drug,Webmd
zarxio 480 mcg/0.8 ml injection syringe leukocyte stimulating factors,https://www.webmd.com//drugs/2/drug-169698-211/zarxio-syringe/details,drug,Webmd
zatean-pn dha,https://www.webmd.com//drugs/2/drug-153965-280/zatean-pn-dha/details,drug,Webmd
zatean-pn plus,https://www.webmd.com//drugs/2/drug-154304-887/zatean-pn-plus/details,drug,Webmd
"zavara 5,750 unit-1 mg capsule folic acid",https://www.webmd.com//drugs/2/drug-170120-2023/zavara/details,drug,Webmd
zavegepant 10 mg/actuation nasal spray,https://www.webmd.com//drugs/2/drug-186206-2485/zavegepant-spray-non-aerosol/details,drug,Webmd
zavesca,https://www.webmd.com//drugs/2/drug-78211-1684/zavesca/details,drug,Webmd
zavzpret 10 mg/actuation nasal spray migraine products,https://www.webmd.com//drugs/2/drug-186802-2485/zavzpret-spray-non-aerosol/details,drug,Webmd
abscess root,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-266/abscess-root,supplement,Webmd
abuta,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-267/abuta,supplement,Webmd
acacia rigidula,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1411/acacia-rigidula,supplement,Webmd
acai,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1109/acai,supplement,Webmd
acerola,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-608/acerola,supplement,Webmd
acetyl-l-carnitine,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-834/acetyl-l-carnitine,supplement,Webmd
ackee,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-817/ackee,supplement,Webmd
aconite,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-609/aconite,supplement,Webmd
activated charcoal,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-269/activated-charcoal,supplement,Webmd
active hexose correlated compound (ahcc),https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1110/active-hexose-correlated-compound-ahcc,supplement,Webmd
adenosine,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1067/adenosine,supplement,Webmd
adrafinil,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1644/adrafinil,supplement,Webmd
adrenal extract,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-941/adrenal-extract,supplement,Webmd
adrue,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-48/adrue,supplement,Webmd
aegeline,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1626/aegeline,supplement,Webmd
african wild potato,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-671/african-wild-potato,supplement,Webmd
agar,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-80/agar,supplement,Webmd
agaricus mushroom,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1165/agaricus-mushroom,supplement,Webmd
agave,https://www.webmd.com/https://www.webmd.com/vitamins/ai/ingredientmono-1450/agave,supplement,Webmd
